PD20,Photodiode,BottomLayer,VEMD5080X01,51.436,49.9,180,,
PD19,Photodiode,BottomLayer,VEMD5080X01,60.77,49.9,180,,
PD18,Photodiode,BottomLayer,VEMD5080X01,14.1,57.1,180,,
PD17,Photodiode,BottomLayer,VEMD5080X01,23.434,57.1,180,,
PD16,Photodiode,BottomLayer,VEMD5080X01,32.768,57.1,180,,
PD15,Photodiode,BottomLayer,VEMD5080X01,42.102,57.1,180,,
PD14,Photodiode,BottomLayer,VEMD5080X01,51.436,57.1,180,,
PD13,Photodiode,BottomLayer,VEMD5080X01,60.77,57.1,180,,
PD12,Photodiode,BottomLayer,VEMD5080X01,14.1,64.3,180,,
PD11,Photodiode,BottomLayer,VEMD5080X01,23.434,64.3,180,,
PD10,Photodiode,BottomLayer,VEMD5080X01,32.768,64.3,180,,
PD9,Photodiode,BottomLayer,VEMD5080X01,42.102,64.3,180,,
PD8,Photodiode,BottomLayer,VEMD5080X01,51.436,64.3,180,,
PD7,Photodiode,BottomLayer,VEMD5080X01,60.77,64.3,180,,
PD6,Photodiode,BottomLayer,VEMD5080X01,14.1,71.5,180,,
PD5,Photodiode,BottomLayer,VEMD5080X01,23.434,71.5,180,,
PD4,Photodiode,BottomLayer,VEMD5080X01,32.768,71.5,180,,
PD3,Photodiode,BottomLayer,VEMD5080X01,42.102,71.5,180,,
PD2,Photodiode,BottomLayer,VEMD5080X01,51.436,71.5,180,,
PD1,Photodiode,BottomLayer,VEMD5080X01,60.77,71.5,180,,
L1,15uH/3.5A,TopLayer,SRP7050TA,66.548,23.368,180,SRP7050TA-150M,
J2,Conn shunt,TopLayer,M50-3930342,50.038,6.282,0,WR-PHD 2.54 mm Angled Socket Header,
J1,532610971,TopLayer,532610971,76.5455,59.1752,270,WR-PHD 2.54 mm Angled Socket Header,
D6,SS54,TopLayer,DIO-SMD-A,74.7061,22.7957,90,DIODE SCHOTTKY 40V 5A SMA,
D5,S2305,TopLayer,SOT23-123,67.9984,66.7711,90,"TVS DIODE 5VWM 10.8VC SOT23, P/N:  
S2305",
D4,S2305,TopLayer,SOT23-123,67.9984,62.882,90,"TVS DIODE 5VWM 10.8VC SOT23, P/N:  
S2305",
D3,S2305,TopLayer,SOT23-123,67.9984,58.9928,90,"TVS DIODE 5VWM 10.8VC SOT23, P/N:  
S2305",
D2,S2305,TopLayer,SOT23-123,67.9984,55.1036,90,"TVS DIODE 5VWM 10.8VC SOT23, P/N:  
S2305",
D1,S2312,TopLayer,SOT23-123,67.9984,51.2144,90,"TVS DIODE 12VWM 19VC SOT23, P/N:  S2312",
C219,0.22uF/25V,TopLayer,CN-SMD-0603,56.2469,11.5054,90,603,
C215,0.22uF/25V,TopLayer,CN-SMD-0603,46.482,11.5054,90,603,
C213,0.22uF/25V,TopLayer,CN-SMD-0603,46.482,15.3169,90,603,
C173,0.22uF/25V,TopLayer,CN-SMD-0603,56.2469,15.3169,90,603,
C35,0.22uF/25V,TopLayer,CN-SMD-0603,22.455,6.226,0,603,
C34,0.22uF/25V,TopLayer,CN-SMD-0603,26.2441,13.5881,0,603,
C33,0.22uF/25V,TopLayer,CN-SMD-0603,31.771,13.5881,0,603,
C32,0.22uF/25V,TopLayer,CN-SMD-0603,58.067,11.5054,90,603,
C31,0.22uF/25V,TopLayer,CN-SMD-0603,70.974,11.5053,90,603,
C30,100uF/16V,TopLayer,CAP_TANT_2312,53.086,23.368,90,Polarized Capacitor (Axial),
C29,100uF/16V,TopLayer,CAP_TANT_2312,74.7061,13.4112,270,Polarized Capacitor (Axial),
C28,0.22uF/25V,TopLayer,CN-SMD-0603,58.067,15.317,90,603,
C27,0.22uF/25V,TopLayer,CN-SMD-0603,70.974,15.3169,90,603,
C26,10nF/25V,TopLayer,CN-SMD-0603,67.156,17.272,180,603,
C25,0.22uF/25V,TopLayer,CN-SMD-0603,42.768,33.2759,90,603,
C24,100uF 16V,TopLayer,CAP_TANT_2312,47.612,23.3799,90,Polarized Capacitor (Axial),
C23,100uF 16V,TopLayer,CAP_TANT_2312,58.674,23.368,90,Polarized Capacitor (Axial),
C22,0.22uF/25V,TopLayer,CN-SMD-0603,44.502,33.2761,270,603,
C21,0.22uF/25V,TopLayer,CN-SMD-0603,24.1,40.7376,90,603,
C20,0.22uF/25V,TopLayer,CN-SMD-0603,25.834,40.7378,270,603,
C19,10nF/25V,TopLayer,CN-SMD-0603,36.0681,16.1539,180,603,
C18,0.22uF/25V,TopLayer,CN-SMD-0603,42.768,47.9376,90,603,
C17,0.22uF/25V,TopLayer,CN-SMD-0603,44.502,47.9378,270,603,
C16,0.22uF/25V,TopLayer,CN-SMD-0603,70.974,6.3671,270,603,
C15,0.22uF/25V,TopLayer,CN-SMD-0603,68.708,6.3671,90,603,
C14,470pF/25V,TopLayer,CN-SMD-0603,22.455,10.7073,0,603,
C13,0.22uF/25V,TopLayer,CN-SMD-0603,24.1,55.282,90,603,
C12,0.22uF/25V,TopLayer,CN-SMD-0603,25.834,55.2822,270,603,
C9,470pF/25V,TopLayer,CN-SMD-0603,36.0679,22.9057,0,603,
C8,0.22uF/25V,TopLayer,CN-SMD-0603,22.455,26.3917,0,603,
C7,0.22uF/25V,TopLayer,CN-SMD-0603,22.4552,24.151,180,603,
C6,0.22uF/25V,TopLayer,CN-SMD-0603,22.455,21.9104,0,603,
C4,10nF/25V,TopLayer,CN-SMD-0603,22.455,19.6698,0,603,
C3,10nF/25V,TopLayer,CN-SMD-0603,22.455,17.4292,0,603,
C1,470pF/25V,TopLayer,CN-SMD-0603,26.2442,26.1917,180,603,
