Altium Designer Pick and Place Locations
D:\anh_khoa\document\project\altium\space_liin_tech\NANORACK_PHOTODIODE\NANORACK_PHOTODIODE_V1.3.0\01_DESIGN\Project Outputs for NANORACK_PHOTODIODE\Pick Place for PHOTODIODE_V1.3.0.csv

========================================================================================================================
File Design Information:

Date:       17/09/25
Time:       08:13
Revision:   8467aa399c50727b594bf8acf525444a29994adc
Variant:    No variations
Units used: mm

"Designator","Comment","Layer","Footprint","Center-X(mm)","Center-Y(mm)","Rotation","Description"
"C34","0.22uF/25V","TopLayer","CN-SMD-0603","10.2490","19.1811","0","0603"
"C33","10nF/25V","TopLayer","CN-SMD-0603","16.6570","15.6020","0","0603"
"C21","0.22uF/25V","TopLayer","CN-SMD-0603","47.5018","24.7650","270","0603"
"C43","100uF 16V","TopLayer","CAP_TANT_2312","35.7224","27.2811","180","Polarized Capacitor (Axial)"
"C42","100uF 16V","TopLayer","CAP_TANT_2312","38.1254","7.6518","270","Polarized Capacitor (Axial)"
"C16","0.22uF/25V","TopLayer","CN-SMD-0603","50.8980","51.2760","90","0603"
"C8","10nF/25V","TopLayer","CN-SMD-0603","61.2985","18.2753","180","0603"
"C14","0.22uF/25V","TopLayer","CN-SMD-0603","52.6320","51.2760","270","0603"
"C20","0.22uF/25V","TopLayer","CN-SMD-0603","51.8540","21.4550","0","0603"
"C18","0.22uF/25V","TopLayer","CN-SMD-0603","51.8540","19.6800","180","0603"
"C29","470pF/25V","TopLayer","CN-SMD-0603","50.2920","15.2020","270","0603"
"C10","0.22uF/25V","TopLayer","CN-SMD-0603","53.7746","27.4320","0","0603"
"C7","470pF/25V","TopLayer","CN-SMD-0603","61.2985","23.3807","0","0603"
"C4","10nF/25V","TopLayer","CN-SMD-0603","59.6900","15.2020","90","0603"
"C1","10nF/25V","TopLayer","CN-SMD-0603","54.0850","15.2020","270","0603"
"C11","470pF/25V","TopLayer","CN-SMD-0603","58.6950","25.6540","0","0603"
